text_id,product,sentiment,date_utc
inf58mw,gummies,positive,2022-09-07 06:51:47+00:00
imojn9r,gummies,positive,2022-09-01 16:56:37+00:00
iog11re,gummies,neutral,2022-09-14 20:44:10+00:00
imumw3s,flower,negative,2022-09-02 21:38:29+00:00
immg3ei,flower,positive,2022-09-01 05:15:58+00:00
immg3ei,gummies,negative,2022-09-01 05:15:58+00:00
ine3yz9,oil,positive,2022-09-07 01:14:53+00:00
ine3yz9,topical,positive,2022-09-07 01:14:53+00:00
iq8pujk,vape,negative,2022-09-28 14:51:46+00:00
iororgp,oil,positive,2022-09-17 06:59:17+00:00
iovrgui,oil,positive,2022-09-18 03:30:49+00:00
inasrpc,gummies,positive,2022-09-06 11:10:51+00:00
inasrpc,flower,negative,2022-09-06 11:10:51+00:00
inasrpc,topical,neutral,2022-09-06 11:10:51+00:00
imqko1l,flower,negative,2022-09-02 01:07:30+00:00
imqko1l,vape,positive,2022-09-02 01:07:30+00:00
imqko1l,gummies,positive,2022-09-02 01:07:30+00:00
inq8546,vape,negative,2022-09-09 14:06:04+00:00
in0vgch,oil,positive,2022-09-04 06:13:03+00:00
in0vgch,topical,positive,2022-09-04 06:13:03+00:00
iogw37v,gummies,neutral,2022-09-15 00:35:11+00:00
ip5eora,gummies,positive,2022-09-20 03:03:45+00:00
ip5eora,flower,positive,2022-09-20 03:03:45+00:00
imva7ng,oil,positive,2022-09-03 00:37:16+00:00
inja58n,oil,positive,2022-09-08 01:58:43+00:00
imtnfik,oil,positive,2022-09-02 17:38:25+00:00
imnllcj,vape,positive,2022-09-01 13:09:15+00:00
imnllcj,flower,positive,2022-09-01 13:09:15+00:00
imnllcj,gummies,positive,2022-09-01 13:09:15+00:00
imlu6bq,vape,positive,2022-09-01 02:01:45+00:00
io76hcy,vape,negative,2022-09-13 01:16:13+00:00
io76hcy,flower,negative,2022-09-13 01:16:13+00:00
ipi98me,oil,positive,2022-09-22 19:09:50+00:00
imnmq8g,flower,negative,2022-09-01 13:17:54+00:00
inpvvb0,gummies,positive,2022-09-09 12:31:07+00:00
inpvvb0,oil,positive,2022-09-09 12:31:07+00:00
in7dlsn,oil,positive,2022-09-05 16:59:17+00:00
in7dlsn,gummies,negative,2022-09-05 16:59:17+00:00
iovrd82,gummies,negative,2022-09-18 03:29:54+00:00
iovrd82,oil,negative,2022-09-18 03:29:54+00:00
iovrd82,flower,negative,2022-09-18 03:29:54+00:00
imlyrkf,vape,positive,2022-09-01 02:36:42+00:00
imnd518,gummies,negative,2022-09-01 11:59:26+00:00
imnd518,flower,positive,2022-09-01 11:59:26+00:00
incafab,vape,positive,2022-09-06 17:48:36+00:00
in33d49,gummies,negative,2022-09-04 18:25:12+00:00
imnfnhr,vape,negative,2022-09-01 12:21:11+00:00
imnfnhr,flower,neutral,2022-09-01 12:21:11+00:00
inc6uj0,gummies,negative,2022-09-06 17:25:36+00:00
ip51ymm,oil,positive,2022-09-20 01:22:32+00:00
immc5si,vape,neutral,2022-09-01 04:34:15+00:00
immc5si,gummies,negative,2022-09-01 04:34:15+00:00
immc5si,flower,negative,2022-09-01 04:34:15+00:00
irb19s6,vape,neutral,2022-10-06 17:30:36+00:00
irb19s6,flower,negative,2022-10-06 17:30:36+00:00
ira520i,oil,positive,2022-10-06 13:56:55+00:00
ir7i4nw,oil,negative,2022-10-05 22:05:29+00:00
ir7i4nw,vape,negative,2022-10-05 22:05:29+00:00
iqr1hzd,gummies,positive,2022-10-02 14:05:17+00:00
iqr1hzd,vape,positive,2022-10-02 14:05:17+00:00
iqnozve,vape,negative,2022-10-01 19:05:59+00:00
irgm4km,vape,positive,2022-10-07 23:30:16+00:00
islxmah,gummies,neutral,2022-10-16 23:34:31+00:00
islxmah,oil,neutral,2022-10-16 23:34:31+00:00
islxmah,flower,negative,2022-10-16 23:34:31+00:00
iqsecu2,oil,positive,2022-10-02 19:19:54+00:00
isswqvu,oil,positive,2022-10-18 13:50:49+00:00
isswqvu,flower,negative,2022-10-18 13:50:49+00:00
ir6ux1d,vape,neutral,2022-10-05 19:34:05+00:00
ir6ux1d,flower,positive,2022-10-05 19:34:05+00:00
itrxbgg,vape,negative,2022-10-25 21:16:52+00:00
ircbtyf,flower,positive,2022-10-06 23:08:50+00:00
ircbtyf,vape,positive,2022-10-06 23:08:50+00:00
ircbtyf,gummies,negative,2022-10-06 23:08:50+00:00
irrndol,flower,positive,2022-10-10 14:58:03+00:00
irrndol,oil,positive,2022-10-10 14:58:03+00:00
iqxso80,oil,negative,2022-10-03 21:41:54+00:00
iqluliy,vape,neutral,2022-10-01 09:39:40+00:00
isfhsmq,flower,positive,2022-10-15 16:09:12+00:00
iqo93qx,flower,positive,2022-10-01 21:33:13+00:00
isy8ccm,gummies,positive,2022-10-19 15:59:55+00:00
iqr33u0,vape,neutral,2022-10-02 14:17:09+00:00
iqr33u0,flower,positive,2022-10-02 14:17:09+00:00
iqkxs3w,vape,positive,2022-10-01 02:52:15+00:00
iqkxs3w,flower,positive,2022-10-01 02:52:15+00:00
irjdfsb,vape,neutral,2022-10-08 17:53:48+00:00
iqovbs5,flower,positive,2022-10-02 00:26:01+00:00
iqqqq06,oil,positive,2022-10-02 12:35:33+00:00
iqvhb1g,oil,negative,2022-10-03 12:14:41+00:00
iranb6p,gummies,negative,2022-10-06 16:00:32+00:00
iqr6jt7,flower,positive,2022-10-02 14:41:24+00:00
iqmic4y,gummies,negative,2022-10-01 14:00:05+00:00
iqw1o1n,vape,positive,2022-10-03 14:54:22+00:00
isjdcmj,vape,negative,2022-10-16 13:02:33+00:00
isjdcmj,flower,negative,2022-10-16 13:02:33+00:00
iql3fq4,vape,positive,2022-10-01 03:46:37+00:00
isdu6ff,vape,positive,2022-10-15 05:20:02+00:00
isdu6ff,flower,negative,2022-10-15 05:20:02+00:00
is170ui,flower,neutral,2022-10-12 15:39:54+00:00
is170ui,vape,neutral,2022-10-12 15:39:54+00:00
is170ui,gummies,positive,2022-10-12 15:39:54+00:00
iqoodaw,vape,positive,2022-10-01 23:30:32+00:00
iqoda32,gummies,negative,2022-10-01 22:04:23+00:00
iryq6ug,vape,positive,2022-10-12 00:57:05+00:00
iryq6ug,flower,negative,2022-10-12 00:57:05+00:00
ish8me0,flower,positive,2022-10-15 23:40:01+00:00
ish8me0,vape,positive,2022-10-15 23:40:01+00:00
iqn9g88,gummies,neutral,2022-10-01 17:16:10+00:00
irr41cb,gummies,positive,2022-10-10 12:21:51+00:00
iuj1gxb,gummies,positive,2022-10-31 18:23:33+00:00
iuj1gxb,vape,positive,2022-10-31 18:23:33+00:00
isug17v,vape,neutral,2022-10-18 19:56:42+00:00
isug17v,oil,neutral,2022-10-18 19:56:42+00:00
iqlhc27,vape,negative,2022-10-01 06:27:33+00:00
isjmdzi,flower,negative,2022-10-16 14:17:08+00:00
isjmdzi,gummies,neutral,2022-10-16 14:17:08+00:00
isjmdzi,oil,positive,2022-10-16 14:17:08+00:00
iqq0vua,vape,negative,2022-10-02 07:14:31+00:00
iqq0vua,flower,negative,2022-10-02 07:14:31+00:00
iqnvbvc,vape,negative,2022-10-01 19:52:25+00:00
irsac9s,flower,negative,2022-10-10 17:32:09+00:00
irsac9s,gummies,positive,2022-10-10 17:32:09+00:00
iqnvc4x,vape,positive,2022-10-01 19:52:29+00:00
isuqaic,gummies,positive,2022-10-18 21:01:20+00:00
isuqaic,oil,positive,2022-10-18 21:01:20+00:00
is7vmjp,oil,neutral,2022-10-13 22:58:22+00:00
isgypns,vape,negative,2022-10-15 22:25:35+00:00
iqrekit,vape,negative,2022-10-02 15:35:31+00:00
iskexp6,gummies,negative,2022-10-16 17:29:27+00:00
iskexp6,oil,positive,2022-10-16 17:29:27+00:00
iqx1yr3,gummies,positive,2022-10-03 18:49:10+00:00
iqx1yr3,flower,positive,2022-10-03 18:49:10+00:00
iqx1yr3,vape,negative,2022-10-03 18:49:10+00:00
itufs6y,flower,neutral,2022-10-26 12:05:02+00:00
itufs6y,oil,positive,2022-10-26 12:05:02+00:00
irydwsk,flower,positive,2022-10-11 23:22:29+00:00
irydwsk,oil,positive,2022-10-11 23:22:29+00:00
iql3ecd,oil,negative,2022-10-01 03:46:14+00:00
iqnz4mt,oil,negative,2022-10-01 20:20:28+00:00
iqnz4mt,oil,positive,2022-10-01 20:20:28+00:00
iqnjmk1,vape,positive,2022-10-01 18:27:06+00:00
itkt0r1,gummies,negative,2022-10-24 11:47:45+00:00
iqmtkxo,gummies,positive,2022-10-01 15:23:33+00:00
is36ai3,vape,positive,2022-10-12 23:31:57+00:00
iqmp8kz,gummies,negative,2022-10-01 14:51:47+00:00
iqvht1g,vape,neutral,2022-10-03 12:19:28+00:00
itz38zq,oil,positive,2022-10-27 11:09:06+00:00
ithxahm,gummies,positive,2022-10-23 19:47:26+00:00
isbz0ui,vape,neutral,2022-10-14 20:10:38+00:00
isbz0ui,oil,neutral,2022-10-14 20:10:38+00:00
isbz0ui,flower,positive,2022-10-14 20:10:38+00:00
iqqx450,flower,positive,2022-10-02 13:31:56+00:00
iqqx450,gummies,positive,2022-10-02 13:31:56+00:00
it508se,oil,negative,2022-10-20 23:51:38+00:00
is5m230,gummies,positive,2022-10-13 13:58:02+00:00
is5m230,oil,negative,2022-10-13 13:58:02+00:00
ir4uxb9,flower,positive,2022-10-05 10:54:49+00:00
ir4uxb9,oil,positive,2022-10-05 10:54:49+00:00
ir4uxb9,vape,negative,2022-10-05 10:54:49+00:00
ir4uxb9,gummies,negative,2022-10-05 10:54:49+00:00
irnluos,oil,negative,2022-10-09 17:09:21+00:00
ir2cynq,gummies,positive,2022-10-04 20:39:27+00:00
ir2cynq,oil,positive,2022-10-04 20:39:27+00:00
iqr3ld6,flower,positive,2022-10-02 14:20:40+00:00
iqr3ld6,oil,positive,2022-10-02 14:20:40+00:00
ir5s33g,gummies,positive,2022-10-05 15:25:06+00:00
ir5s33g,vape,positive,2022-10-05 15:25:06+00:00
irrqfgc,gummies,negative,2022-10-10 15:19:03+00:00
it3z2je,topical,positive,2022-10-20 19:33:18+00:00
iqln1fj,oil,positive,2022-10-01 07:47:19+00:00
iqln1fj,vape,negative,2022-10-01 07:47:19+00:00
ir1ckat,oil,negative,2022-10-04 16:53:03+00:00
ir1ckat,vape,negative,2022-10-04 16:53:03+00:00
iri4vim,gummies,positive,2022-10-08 10:44:12+00:00
iqnfxyj,vape,positive,2022-10-01 18:01:00+00:00
iqnfxyj,flower,negative,2022-10-01 18:01:00+00:00
is5zj58,vape,positive,2022-10-13 15:30:55+00:00
is5zj58,flower,negative,2022-10-13 15:30:55+00:00
it0tghm,gummies,positive,2022-10-20 02:38:39+00:00
irmehj8,flower,negative,2022-10-09 11:18:29+00:00
irmehj8,vape,neutral,2022-10-09 11:18:29+00:00
irmehj8,gummies,neutral,2022-10-09 11:18:29+00:00
is15b34,oil,positive,2022-10-12 15:28:23+00:00
is15b34,oil,negative,2022-10-12 15:28:23+00:00
iqnbxk8,flower,positive,2022-10-01 17:33:22+00:00
iqnbxk8,gummies,positive,2022-10-01 17:33:22+00:00
itnlgap,oil,negative,2022-10-24 23:31:27+00:00
iqw2143,flower,positive,2022-10-03 14:56:51+00:00
iqw2143,vape,positive,2022-10-03 14:56:51+00:00
iqw2143,oil,positive,2022-10-03 14:56:51+00:00
ithk9r0,vape,neutral,2022-10-23 18:26:07+00:00
ithk9r0,oil,negative,2022-10-23 18:26:07+00:00
irk8n60,oil,positive,2022-10-08 22:01:06+00:00
irk8n60,oil,negative,2022-10-08 22:01:06+00:00
irk8n60,vape,negative,2022-10-08 22:01:06+00:00
iqwr104,gummies,negative,2022-10-03 17:40:12+00:00
irr2tk5,gummies,positive,2022-10-10 12:09:49+00:00
itzu7kk,flower,positive,2022-10-27 14:49:36+00:00
itzu7kk,oil,positive,2022-10-27 14:49:36+00:00
itzu7kk,gummies,positive,2022-10-27 14:49:36+00:00
is6k7se,oil,positive,2022-10-13 17:46:02+00:00
iqqmj3f,gummies,neutral,2022-10-02 11:52:57+00:00
irwh8b6,oil,positive,2022-10-11 15:44:09+00:00
irykhc5,gummies,neutral,2022-10-12 00:13:24+00:00
iqshy2p,flower,negative,2022-10-02 19:41:22+00:00
iqshy2p,vape,negative,2022-10-02 19:41:22+00:00
irikeyo,flower,positive,2022-10-08 13:50:44+00:00
ishfn2l,gummies,positive,2022-10-16 00:35:04+00:00
ishfn2l,oil,neutral,2022-10-16 00:35:04+00:00
irtvo8c,gummies,negative,2022-10-11 00:22:56+00:00
itv7nds,gummies,positive,2022-10-26 15:34:56+00:00
isfdi4y,flower,neutral,2022-10-15 15:38:11+00:00
isfdi4y,vape,positive,2022-10-15 15:38:11+00:00
is3vdl9,gummies,negative,2022-10-13 02:37:37+00:00
is3vdl9,vape,negative,2022-10-13 02:37:37+00:00
is3vdl9,oil,positive,2022-10-13 02:37:37+00:00
itnie3u,gummies,neutral,2022-10-24 23:08:07+00:00
iuat5kx,oil,positive,2022-10-29 22:12:21+00:00
iuat5kx,vape,positive,2022-10-29 22:12:21+00:00
ir58j0g,gummies,neutral,2022-10-05 13:04:55+00:00
ir1sbjo,vape,positive,2022-10-04 18:32:19+00:00
iqp07o9,oil,positive,2022-10-02 01:05:42+00:00
iqp07o9,gummies,positive,2022-10-02 01:05:42+00:00
itl1su7,topical,neutral,2022-10-24 13:07:58+00:00
iqrrkfr,vape,positive,2022-10-02 17:00:11+00:00
iqrrkfr,flower,negative,2022-10-02 17:00:11+00:00
iqrrkfr,oil,positive,2022-10-02 17:00:11+00:00
iqsfyz9,oil,positive,2022-10-02 19:29:30+00:00
iqsfyz9,oil,negative,2022-10-02 19:29:30+00:00
ir141qc,vape,positive,2022-10-04 15:59:08+00:00
iqt21gb,oil,neutral,2022-10-02 21:48:08+00:00
isiy2fc,oil,neutral,2022-10-16 10:03:21+00:00
it56d7r,gummies,positive,2022-10-21 00:37:34+00:00
issf8ln,oil,positive,2022-10-18 11:14:47+00:00
ivlr22v,gummies,negative,2022-11-08 21:57:41+00:00
iv15xax,vape,positive,2022-11-04 14:44:05+00:00
iv15xax,flower,positive,2022-11-04 14:44:05+00:00
iv15xax,oil,positive,2022-11-04 14:44:05+00:00
iwn2ggd,oil,positive,2022-11-16 21:20:37+00:00
ixmmxu0,oil,neutral,2022-11-24 16:34:12+00:00
ixmmxu0,gummies,neutral,2022-11-24 16:34:12+00:00
iuzty8b,oil,negative,2022-11-04 06:00:05+00:00
iwzt4rt,oil,positive,2022-11-19 17:15:55+00:00
iuzpy5e,oil,positive,2022-11-04 05:11:05+00:00
iuzpy5e,vape,negative,2022-11-04 05:11:05+00:00
ivplgj1,flower,negative,2022-11-09 18:05:05+00:00
ivplgj1,vape,negative,2022-11-09 18:05:05+00:00
iuuv157,gummies,negative,2022-11-03 04:26:26+00:00
iuuv157,flower,neutral,2022-11-03 04:26:26+00:00
iulx3vw,vape,positive,2022-11-01 10:28:49+00:00
iulx3vw,flower,positive,2022-11-01 10:28:49+00:00
iup6vrx,flower,positive,2022-11-02 00:29:05+00:00
iunu6xf,vape,negative,2022-11-01 19:04:28+00:00
iunu6xf,flower,positive,2022-11-01 19:04:28+00:00
iwnn168,vape,negative,2022-11-16 23:45:16+00:00
iwnn168,flower,positive,2022-11-16 23:45:16+00:00
iwnn168,topical,positive,2022-11-16 23:45:16+00:00
iwnn168,oil,positive,2022-11-16 23:45:16+00:00
ius71fr,gummies,positive,2022-11-02 17:11:10+00:00
ius71fr,vape,positive,2022-11-02 17:11:10+00:00
ivzj01x,oil,neutral,2022-11-11 19:50:03+00:00
ivzj01x,gummies,neutral,2022-11-11 19:50:03+00:00
ivzj01x,flower,neutral,2022-11-11 19:50:03+00:00
iuq71cx,vape,negative,2022-11-02 05:35:37+00:00
iukjrey,vape,positive,2022-11-01 00:59:57+00:00
iukjrey,flower,negative,2022-11-01 00:59:57+00:00
ixhz0qf,oil,negative,2022-11-23 16:11:55+00:00
ivrxu3x,flower,positive,2022-11-10 03:59:19+00:00
ivrxu3x,gummies,neutral,2022-11-10 03:59:19+00:00
ix1phpk,oil,negative,2022-11-20 01:44:45+00:00
iukrngk,vape,positive,2022-11-01 02:01:29+00:00
iukrngk,flower,neutral,2022-11-01 02:01:29+00:00
iukrngk,gummies,positive,2022-11-01 02:01:29+00:00
iwiqj4d,gummies,negative,2022-11-15 22:48:55+00:00
iul3g29,vape,negative,2022-11-01 03:42:28+00:00
iuqrt19,flower,positive,2022-11-02 10:31:34+00:00
iusocuf,vape,negative,2022-11-02 19:00:45+00:00
iusocuf,gummies,positive,2022-11-02 19:00:45+00:00
iusocuf,oil,positive,2022-11-02 19:00:45+00:00
iv2o5l9,gummies,negative,2022-11-04 20:39:26+00:00
iv2o5l9,oil,neutral,2022-11-04 20:39:26+00:00
iv2o5l9,vape,neutral,2022-11-04 20:39:26+00:00
ivmrvci,vape,positive,2022-11-09 02:24:05+00:00
ivmrvci,gummies,positive,2022-11-09 02:24:05+00:00
ix12a4g,vape,positive,2022-11-19 22:40:48+00:00
ix12a4g,oil,negative,2022-11-19 22:40:48+00:00
ix12a4g,gummies,neutral,2022-11-19 22:40:48+00:00
iw3c806,vape,negative,2022-11-12 17:17:11+00:00
iv4z0m1,oil,negative,2022-11-05 10:16:51+00:00
ivddick,oil,neutral,2022-11-07 03:18:46+00:00
iuraxld,gummies,positive,2022-11-02 13:34:45+00:00
iux6trc,gummies,positive,2022-11-03 17:47:24+00:00
iuksvms,vape,negative,2022-11-01 02:11:07+00:00
iuksvms,oil,neutral,2022-11-01 02:11:07+00:00
iutom2t,flower,positive,2022-11-02 23:00:55+00:00
iwwhca4,topical,positive,2022-11-18 21:43:48+00:00
iupakp2,vape,positive,2022-11-02 00:55:12+00:00
iv7keyu,oil,positive,2022-11-05 22:33:26+00:00
iv7keyu,flower,neutral,2022-11-05 22:33:26+00:00
iva5zex,gummies,positive,2022-11-06 13:56:53+00:00
iurq8f0,oil,negative,2022-11-02 15:22:32+00:00
iurq8f0,flower,positive,2022-11-02 15:22:32+00:00
iv6o41i,vape,positive,2022-11-05 18:42:59+00:00
iv6o41i,gummies,positive,2022-11-05 18:42:59+00:00
iv37dvy,vape,negative,2022-11-04 22:59:47+00:00
iv37dvy,flower,positive,2022-11-04 22:59:47+00:00
ivkym7d,topical,positive,2022-11-08 18:56:36+00:00
ius1vsy,gummies,negative,2022-11-02 16:38:21+00:00
ius1vsy,vape,negative,2022-11-02 16:38:21+00:00
ius1vsy,flower,neutral,2022-11-02 16:38:21+00:00
iw30051,vape,positive,2022-11-12 15:51:10+00:00
iuqyvwh,flower,positive,2022-11-02 11:50:57+00:00
ix52n1b,oil,positive,2022-11-20 20:30:50+00:00
ixjk2cs,flower,positive,2022-11-23 22:32:31+00:00
ixjk2cs,vape,positive,2022-11-23 22:32:31+00:00
iwgmwm8,vape,negative,2022-11-15 14:31:26+00:00
iwgmwm8,oil,neutral,2022-11-15 14:31:26+00:00
ivipxsp,oil,positive,2022-11-08 06:40:48+00:00
iupvmoj,gummies,negative,2022-11-02 03:35:53+00:00
iun57ak,vape,positive,2022-11-01 16:27:16+00:00
iun57ak,gummies,positive,2022-11-01 16:27:16+00:00
iun57ak,flower,positive,2022-11-01 16:27:16+00:00
iurht1p,flower,positive,2022-11-02 14:25:02+00:00
iurht1p,vape,negative,2022-11-02 14:25:02+00:00
iune5ba,gummies,negative,2022-11-01 17:24:10+00:00
iuvud76,vape,positive,2022-11-03 12:08:34+00:00
iuvud76,flower,neutral,2022-11-03 12:08:34+00:00
iy0g0ki,vape,positive,2022-11-27 20:29:33+00:00
ivyjsmg,gummies,negative,2022-11-11 15:54:09+00:00
iur6zui,oil,negative,2022-11-02 13:03:52+00:00
iux9sp2,oil,neutral,2022-11-03 18:06:12+00:00
iut3ka3,flower,positive,2022-11-02 20:37:26+00:00
iuwevyj,oil,positive,2022-11-03 14:46:41+00:00
iwl2gke,oil,positive,2022-11-16 12:57:09+00:00
ivazfod,flower,positive,2022-11-06 17:19:54+00:00
ivazfod,gummies,positive,2022-11-06 17:19:54+00:00
iusbt5l,vape,positive,2022-11-02 17:41:56+00:00
iulmy63,flower,positive,2022-11-01 07:55:38+00:00
iulmy63,vape,positive,2022-11-01 07:55:38+00:00
iulmy63,gummies,negative,2022-11-01 07:55:38+00:00
iuvqsvv,vape,positive,2022-11-03 11:33:32+00:00
iusbupg,flower,negative,2022-11-02 17:42:13+00:00
iwg91aw,flower,positive,2022-11-15 12:29:26+00:00
iwg91aw,gummies,positive,2022-11-15 12:29:26+00:00
iv8w41b,flower,neutral,2022-11-06 04:42:09+00:00
iv8w41b,gummies,neutral,2022-11-06 04:42:09+00:00
iv8w41b,vape,neutral,2022-11-06 04:42:09+00:00
iv8w41b,oil,neutral,2022-11-06 04:42:09+00:00
iv8w41b,topical,neutral,2022-11-06 04:42:09+00:00
iusaipq,vape,positive,2022-11-02 17:33:44+00:00
iusaipq,flower,negative,2022-11-02 17:33:44+00:00
iulwal9,vape,positive,2022-11-01 10:18:07+00:00
iulwal9,flower,positive,2022-11-01 10:18:07+00:00
iuygti8,vape,negative,2022-11-03 23:13:08+00:00
iuygti8,oil,negative,2022-11-03 23:13:08+00:00
iurh2nc,vape,positive,2022-11-02 14:19:53+00:00
iurh2nc,flower,positive,2022-11-02 14:19:53+00:00
iwlpxv6,oil,positive,2022-11-16 15:59:21+00:00
iukyois,flower,neutral,2022-11-01 02:58:47+00:00
iukyois,vape,neutral,2022-11-01 02:58:47+00:00
ivy4vgj,oil,positive,2022-11-11 14:08:37+00:00
iy4225m,vape,neutral,2022-11-28 16:26:26+00:00
iy4225m,oil,neutral,2022-11-28 16:26:26+00:00
iuozond,vape,negative,2022-11-01 23:38:03+00:00
iw4muvh,vape,neutral,2022-11-12 22:46:21+00:00
ivx4fg8,flower,positive,2022-11-11 06:47:56+00:00
ivx4fg8,gummies,positive,2022-11-11 06:47:56+00:00
ixyqmt8,gummies,negative,2022-11-27 12:52:31+00:00
ixyqmt8,oil,negative,2022-11-27 12:52:31+00:00
ivw8ne8,gummies,positive,2022-11-11 01:49:08+00:00
iuuz9zm,gummies,neutral,2022-11-03 05:13:09+00:00
iuzlwbj,flower,positive,2022-11-04 04:27:11+00:00
iuw9yro,oil,neutral,2022-11-03 14:12:56+00:00
iy8bzce,topical,positive,2022-11-29 14:42:02+00:00
iy8bzce,oil,positive,2022-11-29 14:42:02+00:00
iwmcpkr,gummies,neutral,2022-11-16 18:32:28+00:00
iuqvk7n,flower,positive,2022-11-02 11:16:07+00:00
iuw6yzz,oil,neutral,2022-11-03 13:51:24+00:00
ivvm6q8,gummies,positive,2022-11-10 22:57:11+00:00
iw0lyzt,flower,neutral,2022-11-12 00:35:32+00:00
iw0lyzt,vape,neutral,2022-11-12 00:35:32+00:00
ivlapa3,flower,negative,2022-11-08 20:13:14+00:00
ivlapa3,oil,positive,2022-11-08 20:13:14+00:00
ivlapa3,vape,positive,2022-11-08 20:13:14+00:00
ixbp8eh,flower,negative,2022-11-22 06:09:31+00:00
ixbp8eh,topical,neutral,2022-11-22 06:09:31+00:00
iwb15cn,oil,negative,2022-11-14 08:28:19+00:00
iwel4ua,oil,positive,2022-11-15 01:38:15+00:00
ivd04q5,vape,positive,2022-11-07 01:32:06+00:00
ivd04q5,oil,positive,2022-11-07 01:32:06+00:00
ivzi5mv,gummies,positive,2022-11-11 19:44:24+00:00
iv3bjcb,oil,positive,2022-11-04 23:31:14+00:00
iusekhp,gummies,negative,2022-11-02 17:59:16+00:00
iv5ew1s,flower,neutral,2022-11-05 13:18:15+00:00
iv5ew1s,vape,positive,2022-11-05 13:18:15+00:00
iwm0dgc,vape,negative,2022-11-16 17:09:58+00:00
iwm0dgc,flower,positive,2022-11-16 17:09:58+00:00
iwm0dgc,oil,positive,2022-11-16 17:09:58+00:00
iwm0dgc,topical,positive,2022-11-16 17:09:58+00:00
iuqrgdh,vape,negative,2022-11-02 10:27:04+00:00
iv3kmhn,flower,negative,2022-11-05 00:42:01+00:00
iy8qk7h,vape,negative,2022-11-29 16:25:41+00:00
iy8qk7h,oil,negative,2022-11-29 16:25:41+00:00
ivaand0,flower,negative,2022-11-06 14:31:33+00:00
ivaand0,vape,negative,2022-11-06 14:31:33+00:00
ivaand0,gummies,positive,2022-11-06 14:31:33+00:00
ivaand0,oil,positive,2022-11-06 14:31:33+00:00
iw2qpyv,oil,positive,2022-11-12 14:40:59+00:00
iuz9d5j,flower,neutral,2022-11-04 02:37:57+00:00
iuz9d5j,gummies,neutral,2022-11-04 02:37:57+00:00
ivxntt3,gummies,negative,2022-11-11 11:23:08+00:00
iuw44hx,vape,positive,2022-11-03 13:30:09+00:00
iuo2xdn,oil,positive,2022-11-01 19:59:50+00:00
iut23i1,oil,positive,2022-11-02 20:28:11+00:00
iut23i1,gummies,positive,2022-11-02 20:28:11+00:00
iusn975,oil,positive,2022-11-02 18:53:50+00:00
iuu3b42,gummies,positive,2022-11-03 00:45:45+00:00
ivy3sit,gummies,positive,2022-11-11 14:00:15+00:00
iwy99vk,gummies,positive,2022-11-19 07:15:59+00:00
ix2ffvj,gummies,negative,2022-11-20 05:38:30+00:00
iv55ude,flower,negative,2022-11-05 11:46:19+00:00
iv8591l,gummies,positive,2022-11-06 01:05:38+00:00
iwcrysy,oil,negative,2022-11-14 18:08:20+00:00
iuz9rsy,flower,neutral,2022-11-04 02:41:05+00:00
iw0qho2,oil,negative,2022-11-12 01:12:23+00:00
ixusq80,oil,positive,2022-11-26 15:15:09+00:00
ixusq80,gummies,positive,2022-11-26 15:15:09+00:00
iult1d2,oil,positive,2022-11-01 09:31:43+00:00
iuor0n4,flower,positive,2022-11-01 22:36:34+00:00
iuor0n4,vape,positive,2022-11-01 22:36:34+00:00
ive9wqp,oil,positive,2022-11-07 09:42:46+00:00
iurl2tv,vape,neutral,2022-11-02 14:47:45+00:00
iurl2tv,flower,positive,2022-11-02 14:47:45+00:00
iuza1pg,vape,negative,2022-11-04 02:43:12+00:00
iuza1pg,flower,positive,2022-11-04 02:43:12+00:00
ivuebiw,gummies,positive,2022-11-10 18:03:13+00:00
iw1wace,flower,negative,2022-11-12 08:32:33+00:00
iw1wace,oil,negative,2022-11-12 08:32:33+00:00
ivp6puk,oil,positive,2022-11-09 16:30:02+00:00
iz6yxru,gummies,negative,2022-12-06 22:49:21+00:00
iyln5ou,gummies,negative,2022-12-02 08:33:26+00:00
iz83m9h,oil,positive,2022-12-07 03:59:43+00:00
iyxannk,oil,positive,2022-12-04 21:42:44+00:00
iyfqdr5,vape,positive,2022-12-01 01:32:00+00:00
iyx3fnf,gummies,negative,2022-12-04 20:55:51+00:00
iyx3fnf,flower,neutral,2022-12-04 20:55:51+00:00
iyx3fnf,vape,neutral,2022-12-04 20:55:51+00:00
iyjy6iq,vape,positive,2022-12-01 23:14:09+00:00
iyjy6iq,gummies,positive,2022-12-01 23:14:09+00:00
j03prq6,oil,positive,2022-12-13 21:17:27+00:00
iypipaz,gummies,positive,2022-12-03 03:37:37+00:00
iyhpioz,vape,negative,2022-12-01 14:15:02+00:00
iyoh40c,vape,positive,2022-12-02 22:36:31+00:00
iyzw4ir,flower,positive,2022-12-05 13:01:15+00:00
iyzw4ir,oil,positive,2022-12-05 13:01:15+00:00
izwbqsh,oil,negative,2022-12-12 09:13:46+00:00
izwbqsh,vape,positive,2022-12-12 09:13:46+00:00
izwbqsh,flower,positive,2022-12-12 09:13:46+00:00
izutc9a,flower,neutral,2022-12-12 00:27:26+00:00
izutc9a,oil,neutral,2022-12-12 00:27:26+00:00
iym65kg,vape,negative,2022-12-02 12:48:30+00:00
j05gnqr,oil,negative,2022-12-14 05:03:49+00:00
j05gnqr,vape,negative,2022-12-14 05:03:49+00:00
