text_id,product,sentiment,source,date_utc,response_id,extraction_error
i6yijkn,vape,positive,comment,2022-05-01 22:22:02+00:00,chatcmpl-DXx5eyUyGOm6PY3HAYZd9U4gt6jJo,
i6yijkn,flower,positive,comment,2022-05-01 22:22:02+00:00,chatcmpl-DXx5eyUyGOm6PY3HAYZd9U4gt6jJo,
i7atsmm,oil,positive,comment,2022-05-04 15:07:05+00:00,chatcmpl-DXx5fC3fDprOPXXqia03vnbEZ2Xkz,
i7atsmm,flower,neutral,comment,2022-05-04 15:07:05+00:00,chatcmpl-DXx5fC3fDprOPXXqia03vnbEZ2Xkz,
i9xhs7r,gummies,positive,comment,2022-05-25 13:00:25+00:00,chatcmpl-DXx5gQ7uCHMAYrtnWfVcNJEMTdqQr,
i87xmfu,flower,positive,comment,2022-05-11 18:56:55+00:00,chatcmpl-DXx5hY5K9Uz4CavXW0Z9dt2vkyC2h,
i90y6hl,,,comment,2022-05-18 02:21:11+00:00,chatcmpl-DXx5iIzNYg4DhtXDnxvsFtoPS3Amj,
i7da5z6,gummies,positive,comment,2022-05-05 01:06:23+00:00,chatcmpl-DXx5jArhia0TtSd3MUIYq7tR9mH6G,
i7da5z6,oil,positive,comment,2022-05-05 01:06:23+00:00,chatcmpl-DXx5jArhia0TtSd3MUIYq7tR9mH6G,
i7da5z6,vape,positive,comment,2022-05-05 01:06:23+00:00,chatcmpl-DXx5jArhia0TtSd3MUIYq7tR9mH6G,
i93gt6i,,,comment,2022-05-18 17:14:49+00:00,chatcmpl-DXx5kTG1mGfD698t7CrhupGBClGOy,
i74hmvw,,,comment,2022-05-03 05:07:01+00:00,chatcmpl-DXx5lmVf3u1UQLMtwoPypNILP0hUi,
i6v8pwx,,,comment,2022-05-01 03:44:03+00:00,chatcmpl-DXx5mBMr5JnlWxWEyMolkn8GYomD9,
i7y77dx,vape,negative,comment,2022-05-09 18:19:18+00:00,chatcmpl-DXx5mHoxVKYlkiw3hXr8cUQcGk2i4,
i9omjge,,,comment,2022-05-23 13:57:20+00:00,chatcmpl-DXx5nNUoRHGJk1iG8H6nBSpICPLpj,
i94kvkp,gummies,neutral,comment,2022-05-18 21:48:29+00:00,chatcmpl-DXx5oY1f9dLnbV5TDyTgEJp9Yl2wo,
i7bzo4e,vape,positive,comment,2022-05-04 19:43:09+00:00,chatcmpl-DXx5pvjjhh2qLWryE5Urm1oSMmxfa,
i8bo0lh,,,comment,2022-05-12 14:42:49+00:00,chatcmpl-DXx5q9w87UUxsYSumkVAYEO6y4Xvl,
i6zwjwd,oil,neutral,comment,2022-05-02 05:58:34+00:00,chatcmpl-DXx5rxWcmLJZ1FrJ3Dffrk4LjMBiB,
i78c1id,,,comment,2022-05-04 00:37:59+00:00,chatcmpl-DXx5rU5ij8aSaaggS5l0XefDEXDU4,
i6z02ty,flower,positive,comment,2022-05-02 00:43:41+00:00,chatcmpl-DXx5sg4NqA4xZHuZxqSwbhKxaRtmV,
i7t7u2l,gummies,positive,comment,2022-05-08 16:13:42+00:00,chatcmpl-DXx5thKyq7aXfxZrHfVJ7rNW3Dhqd,
i6y0t4w,vape,negative,comment,2022-05-01 20:10:28+00:00,chatcmpl-DXx5u39rxhCXRJxc63FCKvhaZ2EOH,
i6zspf4,flower,positive,comment,2022-05-02 05:11:26+00:00,chatcmpl-DXx5vdObJmXYTDMylLw9r051f7zga,
i6zspf4,vape,negative,comment,2022-05-02 05:11:26+00:00,chatcmpl-DXx5vdObJmXYTDMylLw9r051f7zga,
i6zspf4,oil,negative,comment,2022-05-02 05:11:26+00:00,chatcmpl-DXx5vdObJmXYTDMylLw9r051f7zga,
i9l8dq5,oil,positive,comment,2022-05-22 18:02:15+00:00,chatcmpl-DXx5w0xX8KfM8L6j1jjxRurVjwJPa,
i8c9rp4,,,comment,2022-05-12 17:04:29+00:00,chatcmpl-DXx5xGOOCwyRyjhskFHNYH4HSTuGZ,
i7xcugm,,,comment,2022-05-09 14:56:02+00:00,chatcmpl-DXx5yX0H46xKiYro1KEcRhwqz9yob,
i6x8sux,,,comment,2022-05-01 16:49:40+00:00,chatcmpl-DXx5yLBpBSbtmwsbjWe2Ka5h3k6JC,
i6yfr1k,gummies,negative,comment,2022-05-01 22:00:49+00:00,chatcmpl-DXx5zInQxqP7JytizUWYaXBqwUwEs,
i73lrn4,,,comment,2022-05-03 00:47:07+00:00,chatcmpl-DXx60nmfg0OhJPXOz910qiI5n2zwS,
i77d5dl,,,comment,2022-05-03 20:21:57+00:00,chatcmpl-DXx60Ahoh2XFllmudGUspu9g37tjv,
i9xx3qv,,,comment,2022-05-25 14:53:59+00:00,chatcmpl-DXx61Mf2MXp2K1GMF0WQGYgt4HqeN,
i8bhsk4,,,comment,2022-05-12 14:01:05+00:00,chatcmpl-DXx615zF2wg26R5GS50VUToLxOB5j,
i6wfv7q,,,comment,2022-05-01 13:02:10+00:00,chatcmpl-DXx62Bx3nhsElSexavjWeWLg1b92s,
ia37c2b,,,comment,2022-05-26 17:17:49+00:00,chatcmpl-DXx63aj9RFm2tmnWXnz3dfAkbTXdy,
i86rk1r,,,comment,2022-05-11 14:22:03+00:00,chatcmpl-DXx63jSLGpXBOkx9r9R0RLtDnvbLO,
i9yku1q,topical,positive,comment,2022-05-25 17:29:28+00:00,chatcmpl-DXx64paZ76NWxv0t2v4scav5Q99xG,
i79lwmh,oil,negative,comment,2022-05-04 07:45:13+00:00,chatcmpl-DXx65Qfj9M7IKei5EBFyjtVZ7Ahv0,
i6vkozm,,,comment,2022-05-01 06:02:31+00:00,chatcmpl-DXx66DhVFyZ3WfdSDD3KAL8qFSLeK,
i7dk2bu,gummies,negative,comment,2022-05-05 02:21:08+00:00,chatcmpl-DXx6668Wnra5wdbTQxD9jyxHvHYpa,
i7dk2bu,vape,positive,comment,2022-05-05 02:21:08+00:00,chatcmpl-DXx6668Wnra5wdbTQxD9jyxHvHYpa,
i80q90m,,,comment,2022-05-10 06:10:26+00:00,chatcmpl-DXx68FQpxdQugoeLLtTwpaozLLy68,
i93vy29,,,comment,2022-05-18 18:56:49+00:00,chatcmpl-DXx694edtG9s3ajt1DS3LgLpYfEcX,
i6wykbo,,,comment,2022-05-01 15:35:54+00:00,chatcmpl-DXx69pOBphU4WiNOwU6NGIc9Kt67y,
i6xt62t,,,comment,2022-05-01 19:15:46+00:00,chatcmpl-DXx6A2bzFVsqa57X5Ja79Oysija7w,
i6vctw7,gummies,negative,comment,2022-05-01 04:27:45+00:00,chatcmpl-DXx6ADuI67PCkwXjxmSCTSVI7Fy8I,
i6x1qix,,,comment,2022-05-01 15:59:22+00:00,chatcmpl-DXx6BG7dCr4q7YJOXvmi2XEmOASua,
i734zhm,topical,positive,comment,2022-05-02 22:40:37+00:00,chatcmpl-DXx6CQ82dO9Z9hdFqdSMrxN5aSj0x,
i7coqma,oil,positive,comment,2022-05-04 22:27:35+00:00,chatcmpl-DXx6DVDRLSMxbcY7krZbckBptqHVt,
i7coqma,vape,neutral,comment,2022-05-04 22:27:35+00:00,chatcmpl-DXx6DVDRLSMxbcY7krZbckBptqHVt,
i7coqma,flower,positive,comment,2022-05-04 22:27:35+00:00,chatcmpl-DXx6DVDRLSMxbcY7krZbckBptqHVt,
i836ua7,gummies,positive,comment,2022-05-10 19:20:00+00:00,chatcmpl-DXx6EY5wEVqY8Kj5M8RhEHAQSguPI,
i836ua7,flower,positive,comment,2022-05-10 19:20:00+00:00,chatcmpl-DXx6EY5wEVqY8Kj5M8RhEHAQSguPI,
i6wyj31,gummies,neutral,comment,2022-05-01 15:35:37+00:00,chatcmpl-DXx6FKZwPYBSiJlPvM5SrZnmfFpIA,
i9561bm,,,comment,2022-05-19 00:30:24+00:00,chatcmpl-DXx6GYYUFaRQugt9uZNMDHIMWP3PY,
i6wrlwk,,,comment,2022-05-01 14:43:30+00:00,chatcmpl-DXx6HNQng1ZZFdiw0hX0zlG8emoc6,
i75kb1r,flower,positive,comment,2022-05-03 12:58:13+00:00,chatcmpl-DXx6HdM99nwbPjYI3G4IcHj5vLsDI,
i75kb1r,vape,positive,comment,2022-05-03 12:58:13+00:00,chatcmpl-DXx6HdM99nwbPjYI3G4IcHj5vLsDI,
i75kb1r,oil,neutral,comment,2022-05-03 12:58:13+00:00,chatcmpl-DXx6HdM99nwbPjYI3G4IcHj5vLsDI,
i77rgbi,,,comment,2022-05-03 22:00:58+00:00,chatcmpl-DXx6JAnsshDakeqy27wU3Nwa1BytK,
i9yl9zd,gummies,positive,comment,2022-05-25 17:32:24+00:00,chatcmpl-DXx6JkAP5Hbffjx5qe6craFgMRK0d,
i6zik8e,,,comment,2022-05-02 03:24:50+00:00,chatcmpl-DXx6KbFTtCkDXhAqJfcNC1HfQTc1z,
i7y4t7r,oil,positive,comment,2022-05-09 18:02:48+00:00,chatcmpl-DXx6LsJqMWghGehZnF4xObjkcJFAO,
i9hrwa0,oil,neutral,comment,2022-05-21 21:21:54+00:00,chatcmpl-DXx6MjHAkqRBcckZQO2Jqd22Tdm47,
i9hrwa0,flower,neutral,comment,2022-05-21 21:21:54+00:00,chatcmpl-DXx6MjHAkqRBcckZQO2Jqd22Tdm47,
i78g5zw,oil,positive,comment,2022-05-04 01:08:43+00:00,chatcmpl-DXx6NbrlsNGVFj86obuUnV1fw0UZ8,
i6x2fm1,,,comment,2022-05-01 16:04:23+00:00,chatcmpl-DXx6OZ8KUKjUadsSJYVCRmWxz2swS,
i705ok2,oil,negative,comment,2022-05-02 08:04:58+00:00,chatcmpl-DXx6OWgAEGbIo8rbYHBWood7LV7yJ,
i6ze842,vape,positive,comment,2022-05-02 02:44:37+00:00,chatcmpl-DXx6PfypFV24fRjLhr5CVmdgZNALm,
i6ze842,flower,positive,comment,2022-05-02 02:44:37+00:00,chatcmpl-DXx6PfypFV24fRjLhr5CVmdgZNALm,
i7pnrsb,vape,negative,comment,2022-05-07 19:36:17+00:00,chatcmpl-DXx6Rf56zYo6qKrHDjs51cARTeLSI,
i7pnrsb,flower,positive,comment,2022-05-07 19:36:17+00:00,chatcmpl-DXx6Rf56zYo6qKrHDjs51cARTeLSI,
i711k5q,,,comment,2022-05-02 14:01:13+00:00,chatcmpl-DXx6SpOIAltiASriuDdbzMUyHkhRc,
iacsg21,,,comment,2022-05-28 21:06:31+00:00,chatcmpl-DXx6TNYt1zbsR5bV1ZreQmCrIhgKb,
i6x0nfv,,,comment,2022-05-01 15:51:22+00:00,chatcmpl-DXx6TCbdxSINU1CMEDtkAQzWY9jSm,
i78l85y,,,comment,2022-05-04 01:46:12+00:00,chatcmpl-DXx6UIzNqiB8xwk7GBmgBXz77BbMm,
i91ropp,oil,negative,comment,2022-05-18 07:43:34+00:00,chatcmpl-DXx6VZsjvAWZKewQXp1BqT8zZIMYk,
ia37smz,,,comment,2022-05-26 17:20:52+00:00,chatcmpl-DXx6WXKfyf7LbxK11sszmL0yf79Nb,
i6xnq8j,,,comment,2022-05-01 18:36:54+00:00,chatcmpl-DXx6XA2z7D907tzHYcJiH3B1UpWsK,
i7f822i,gummies,positive,comment,2022-05-05 13:22:21+00:00,chatcmpl-DXx6YRqOHaDUqV14EN16oxhLFcHKW,
i90ilka,vape,negative,comment,2022-05-18 00:19:07+00:00,chatcmpl-DXx6Zhtlr7jpmansxJJLjYJ1B0qOv,
i90ilka,oil,positive,comment,2022-05-18 00:19:07+00:00,chatcmpl-DXx6Zhtlr7jpmansxJJLjYJ1B0qOv,
i90ilka,topical,positive,comment,2022-05-18 00:19:07+00:00,chatcmpl-DXx6Zhtlr7jpmansxJJLjYJ1B0qOv,
i8f0kw4,oil,positive,comment,2022-05-13 05:19:19+00:00,chatcmpl-DXx6aKbPESB6sCKDrgxGQ6UnaSzzN,
i6ym6ra,flower,negative,comment,2022-05-01 22:49:31+00:00,chatcmpl-DXx6bTkqEfZX1UbKGE0tEJWOhmKfz,
i9kdqf6,vape,negative,comment,2022-05-22 14:20:42+00:00,chatcmpl-DXx6cGPDgY48ZVfvXDh1ewHwtQ4Jo,
i9kdqf6,vape,positive,comment,2022-05-22 14:20:42+00:00,chatcmpl-DXx6cGPDgY48ZVfvXDh1ewHwtQ4Jo,
i9kdqf6,flower,negative,comment,2022-05-22 14:20:42+00:00,chatcmpl-DXx6cGPDgY48ZVfvXDh1ewHwtQ4Jo,
i6vrqa7,gummies,positive,comment,2022-05-01 07:38:33+00:00,chatcmpl-DXx6eTYXwCV4ulnqbCFXZiWndtmMS,
i6vrqa7,flower,neutral,comment,2022-05-01 07:38:33+00:00,chatcmpl-DXx6eTYXwCV4ulnqbCFXZiWndtmMS,
i7khzag,,,comment,2022-05-06 16:02:20+00:00,chatcmpl-DXx6fm5d0XMZuVGNdV35wGLpQ47rx,
i72kvbk,,,comment,2022-05-02 20:17:12+00:00,chatcmpl-DXx6fFMkfD49QS10eGewPwCxrXICL,
i8d4yrb,,,comment,2022-05-12 20:29:08+00:00,chatcmpl-DXx6g3ULx4XqznV9L4oJaZ3rUOZV3,
i6xralw,gummies,neutral,comment,2022-05-01 19:02:22+00:00,chatcmpl-DXx6iHHuLriQBC7SWaRAuNpPzM1Bo,
i6vbtu6,,,comment,2022-05-01 04:16:51+00:00,chatcmpl-DXx6jqGCkDYCLBwBSOhXfDW6BwJfs,
i74mq5n,,,comment,2022-05-03 06:05:47+00:00,chatcmpl-DXx6k5BhIUCnAcCv6x8VzR3dB194i,
i7e2y3i,gummies,neutral,comment,2022-05-05 05:10:07+00:00,chatcmpl-DXx6ks5E7OjYFmLRVyyPt5Widnlaf,
i784rhj,vape,positive,comment,2022-05-03 23:39:49+00:00,chatcmpl-DXx6ldHGcNXQHYXw35mzU38DSEEfB,
i802qur,,,comment,2022-05-10 02:28:08+00:00,chatcmpl-DXx6m0yvhr4ZlqTxSgoDSEizclIkN,
i9xtwoz,vape,positive,comment,2022-05-25 14:32:07+00:00,chatcmpl-DXx6n5hR076EbFU9YSXUVyh2QyNp1,
i708uxy,,,comment,2022-05-02 08:52:41+00:00,chatcmpl-DXx6o1aoN2PBPgCcZZKH7ZWYkUr8T,
i6zct9o,,,comment,2022-05-02 02:32:15+00:00,chatcmpl-DXx6ocSmkigo04h6jHIKLVYwMi4L0,
i7cqd2f,oil,negative,comment,2022-05-04 22:39:14+00:00,chatcmpl-DXx6pdZYFeSfg50GWk3ViXhDCaq1f,
i79jx9v,flower,neutral,comment,2022-05-04 07:17:12+00:00,chatcmpl-DXx6qjJkfPwyEJwMOv9zfWTxlnDt2,
i87jht8,,,comment,2022-05-11 17:24:06+00:00,chatcmpl-DXx6rZj6gMjdVQ7wlyGNQQ2j2Y8m5,
i72mrhj,oil,positive,comment,2022-05-02 20:30:03+00:00,chatcmpl-DXx6s7iSt2UjjQOeKgENwTyooibPE,
i9xk4oj,,,comment,2022-05-25 13:19:28+00:00,chatcmpl-DXx6tCDIy0teGy2zVuviGKCXLDTkN,
i6xdwq3,gummies,neutral,comment,2022-05-01 17:26:23+00:00,chatcmpl-DXx6vDh8ShSksv91tpk5rUCqxT0MK,
i8d49sd,,,comment,2022-05-12 20:24:35+00:00,chatcmpl-DXx6w4BC3q7Mw5CQioiVLpv34KJ1Z,
i85k2q5,oil,positive,comment,2022-05-11 06:35:56+00:00,chatcmpl-DXx6woiKTasCbO28eGPI0RBK9qqtx,
i6zory8,vape,neutral,comment,2022-05-02 04:27:43+00:00,chatcmpl-DXx6xOqYXtVqTTp4kNXDbCiwwfrLQ,
i6zory8,flower,positive,comment,2022-05-02 04:27:43+00:00,chatcmpl-DXx6xOqYXtVqTTp4kNXDbCiwwfrLQ,
i6ypmua,gummies,negative,comment,2022-05-01 23:17:09+00:00,chatcmpl-DXx6yKNPOzekiwdaHAWmu7H22lHE1,
i9wayge,gummies,positive,comment,2022-05-25 04:21:05+00:00,chatcmpl-DXx6zOdhC31y3LUHn7hLqABDNgx4j,
i784hbv,,,comment,2022-05-03 23:37:28+00:00,chatcmpl-DXx71qSpZQkRP6EPIW3C9lU4mIIt2,
i6xfvz6,,,comment,2022-05-01 17:40:24+00:00,chatcmpl-DXx71Tztvo9Iap9VePHhZS97LWSaY,
i8bt3wo,flower,negative,comment,2022-05-12 15:16:08+00:00,chatcmpl-DXx73OMJmLC9RBjTIeFB5a5Z8tMY7,
i8bt3wo,flower,positive,comment,2022-05-12 15:16:08+00:00,chatcmpl-DXx73OMJmLC9RBjTIeFB5a5Z8tMY7,
i8bt3wo,gummies,positive,comment,2022-05-12 15:16:08+00:00,chatcmpl-DXx73OMJmLC9RBjTIeFB5a5Z8tMY7,
i75bm04,vape,negative,comment,2022-05-03 11:39:39+00:00,chatcmpl-DXx74hYJZL2saZQeyE8GMW1hVw2xB,
i75bm04,flower,neutral,comment,2022-05-03 11:39:39+00:00,chatcmpl-DXx74hYJZL2saZQeyE8GMW1hVw2xB,
i72mqw4,,,comment,2022-05-02 20:29:56+00:00,chatcmpl-DXx75xDuVO2mShxtnD2MloOFYbea3,
i7gwulq,flower,positive,comment,2022-05-05 20:17:31+00:00,chatcmpl-DXx75Bb4zB3768b8YKrPq0BsbUEl0,
i7gwulq,oil,neutral,comment,2022-05-05 20:17:31+00:00,chatcmpl-DXx75Bb4zB3768b8YKrPq0BsbUEl0,
i7vac4t,gummies,positive,comment,2022-05-09 01:40:46+00:00,chatcmpl-DXx76f7xDo3IxAGAKPl61CKHEGz7e,
i6ywbp2,vape,neutral,comment,2022-05-02 00:12:12+00:00,chatcmpl-DXx77N2WSsg8XCSnu4uBs7pgofDZe,
i73keag,gummies,positive,comment,2022-05-03 00:36:50+00:00,chatcmpl-DXx78pJQ1q2GqCqxMukRQxFCNq0x4,
i73gxyh,oil,neutral,comment,2022-05-03 00:10:44+00:00,chatcmpl-DXx79y1qRhWGL87o4Minz6W75vL9A,
ialn8vm,gummies,negative,comment,2022-05-30 23:25:24+00:00,chatcmpl-DXx7BkTyUdXf1TF5WHoPv4vo58U8f,
i89m936,vape,positive,comment,2022-05-12 02:08:01+00:00,chatcmpl-DXx7BeIVzf30PlcgnA2AzjCoKvinO,
i8z1zgn,,,comment,2022-05-17 17:57:54+00:00,chatcmpl-DXx7CRJgvxOjCALLqrsqzwmw8r8nZ,
i99v2rn,topical,positive,comment,2022-05-20 01:20:02+00:00,chatcmpl-DXx7DpnksXjpe9ZG9bbFICjAu5QQn,
i875eou,,,comment,2022-05-11 15:53:22+00:00,chatcmpl-DXx7E6W6wZSzIp3T2mQSR1D4QI1a6,
i6xvijw,vape,negative,comment,2022-05-01 19:32:24+00:00,chatcmpl-DXx7FW1tzxm7OVHkCXCcedxPqk1zI,
i86xnup,topical,positive,comment,2022-05-11 15:02:50+00:00,chatcmpl-DXx7GT3p0aHDUgPi6eV9E7r1y5Es8,
i6wyabh,gummies,negative,comment,2022-05-01 15:33:46+00:00,chatcmpl-DXx7G5UfrdT8FqP7W2nX3Vqpy17J2,
i6vx0yz,,,comment,2022-05-01 08:55:23+00:00,chatcmpl-DXx7Icy1gwcCpg8KPfIFs0Chvcnxm,
i7b0z8y,,,comment,2022-05-04 15:55:45+00:00,chatcmpl-DXx7Ih30mSXje4lt051cr0hO5x6iG,
i6vk7qe,,,comment,2022-05-01 05:56:19+00:00,chatcmpl-DXx7J4ULFFunhccKUGTzdrWLPgiDx,
i73ggvf,,,comment,2022-05-03 00:07:06+00:00,chatcmpl-DXx7KIeybR4bZTadAqxR5WLsTSQhA,
i72fj8g,flower,positive,comment,2022-05-02 19:41:32+00:00,chatcmpl-DXx7LUc0TvdH7Cy7KJn9O0s0HvjuG,
i6zgjy6,,,comment,2022-05-02 03:05:49+00:00,chatcmpl-DXx7L4UOMozHKwgEW5zU5pnrripJM,
i6yhs4j,,,comment,2022-05-01 22:16:14+00:00,chatcmpl-DXx7MJe7VFAWiQNlDXDSjuatE3zAB,
i6zw4ny,,,comment,2022-05-02 05:53:11+00:00,chatcmpl-DXx7NrfdzkzM0Vml4F9chdgNqhmlk,
i8bkmyn,gummies,positive,comment,2022-05-12 14:20:47+00:00,chatcmpl-DXx7OGyryjanTrD5WHDsVOLeSoTr2,
i6wwpdp,gummies,neutral,comment,2022-05-01 15:21:55+00:00,chatcmpl-DXx7PgNqPLa3RaE7xUNt6EcNFbRF7,
i73ywz6,gummies,negative,comment,2022-05-03 02:24:22+00:00,chatcmpl-DXx7QNoHETDKe328BmvEQX6iRULBz,
i73ywz6,oil,positive,comment,2022-05-03 02:24:22+00:00,chatcmpl-DXx7QNoHETDKe328BmvEQX6iRULBz,
i73ywz6,flower,positive,comment,2022-05-03 02:24:22+00:00,chatcmpl-DXx7QNoHETDKe328BmvEQX6iRULBz,
i956jbx,oil,positive,comment,2022-05-19 00:34:19+00:00,chatcmpl-DXx7RYdKM2ZSX6SV5ljErWFXGUznI,
i956jbx,gummies,neutral,comment,2022-05-19 00:34:19+00:00,chatcmpl-DXx7RYdKM2ZSX6SV5ljErWFXGUznI,
i6uqg4r,,,comment,2022-05-01 00:52:34+00:00,chatcmpl-DXx7SMtlmDHVOaBCZT4GMzQFKSQrn,
i9i0wvp,gummies,positive,comment,2022-05-21 22:39:47+00:00,chatcmpl-DXx7TesVQY3GL0qCE2sA3saqb4IgM,
i6y5nv0,flower,negative,comment,2022-05-01 20:46:04+00:00,chatcmpl-DXx7Uhg85nh4pi66pyKGkK6V3st1L,
i6y5nv0,vape,negative,comment,2022-05-01 20:46:04+00:00,chatcmpl-DXx7Uhg85nh4pi66pyKGkK6V3st1L,
i6y5nv0,gummies,negative,comment,2022-05-01 20:46:04+00:00,chatcmpl-DXx7Uhg85nh4pi66pyKGkK6V3st1L,
i6y5nv0,oil,negative,comment,2022-05-01 20:46:04+00:00,chatcmpl-DXx7Uhg85nh4pi66pyKGkK6V3st1L,
i8wb51a,flower,positive,comment,2022-05-17 01:59:07+00:00,chatcmpl-DXx7VhugDK97UPZEnYb6g30mgEI3Z,
i97eea3,topical,positive,comment,2022-05-19 14:22:24+00:00,chatcmpl-DXx7W5MaegXttwEMHz6obOpCCfJEc,
i75v1l3,,,comment,2022-05-03 14:18:13+00:00,chatcmpl-DXx7XQ0opHhEYJLv2R7H0UmiGHoLO,
i6wrbeq,,,comment,2022-05-01 14:41:16+00:00,chatcmpl-DXx7YiawyiqgGqEtwF3aqwzrxCiJ5,
i6xpdxo,,,comment,2022-05-01 18:48:40+00:00,chatcmpl-DXx7ZcTrxMajYDwBJkHJTwG3H5LCL,
i6xlmzo,,,comment,2022-05-01 18:21:32+00:00,chatcmpl-DXx7ZLGbo1ROhuzjz7S7FC98GSoAt,
i6xjpgp,,,comment,2022-05-01 18:07:40+00:00,chatcmpl-DXx7aDSc26UiBgVWT0nnyq1FWMjYJ,
i8j9v4a,oil,positive,comment,2022-05-14 03:10:48+00:00,chatcmpl-DXx7bZWSKYXbjvqPUTje4IkMzPXLl,
i79jdz4,vape,neutral,comment,2022-05-04 07:09:47+00:00,chatcmpl-DXx7dwAbnb2Iz05tZ4rixHNZNHQHG,
ia38h4t,,,comment,2022-05-26 17:25:21+00:00,chatcmpl-DXx7dIpO6SitfntNGihi9mdTw0ink,
i9etftx,oil,positive,comment,2022-05-21 03:32:05+00:00,chatcmpl-DXx7fOEAlCzaKNCdKyMCNYuVwBma2,
i9etftx,gummies,neutral,comment,2022-05-21 03:32:05+00:00,chatcmpl-DXx7fOEAlCzaKNCdKyMCNYuVwBma2,
i6wx9il,vape,negative,comment,2022-05-01 15:26:07+00:00,chatcmpl-DXx7gA7529VMF8oh6yPARxrO3uD2S,
i6yr15r,,,comment,2022-05-01 23:28:26+00:00,chatcmpl-DXx7hHfvHmcjt0e9Ouvz6yuAdWmkL,
i8e0tij,,,comment,2022-05-13 00:20:13+00:00,chatcmpl-DXx7h54hzfxG3QNdWXDcGDTFmCrRu,
i7ltodw,gummies,neutral,comment,2022-05-06 21:53:16+00:00,chatcmpl-DXx7iY1nGaltRxOreiJ6lTssP03NF,
i7qon4e,vape,positive,comment,2022-05-08 00:30:15+00:00,chatcmpl-DXx7jB0lssNxse1PXtFdcp94a5lR1,
i7qon4e,flower,negative,comment,2022-05-08 00:30:15+00:00,chatcmpl-DXx7jB0lssNxse1PXtFdcp94a5lR1,
i6y2apm,gummies,negative,comment,2022-05-01 20:21:21+00:00,chatcmpl-DXx7kGXkgLv44IG0xtY3pIwLAP4Pq,
i6y2apm,gummies,positive,comment,2022-05-01 20:21:21+00:00,chatcmpl-DXx7kGXkgLv44IG0xtY3pIwLAP4Pq,
i8mbatm,,,comment,2022-05-14 21:02:22+00:00,chatcmpl-DXx7lMAFZTUW4m0QWy0xdudA5JmMP,
i73lg8d,,,comment,2022-05-03 00:44:45+00:00,chatcmpl-DXx7lFLYN7rFykFWnZqZn9Ltubjks,
i722e2k,,,comment,2022-05-02 18:13:22+00:00,chatcmpl-DXx7mZ58uusoctMZ2xBh3WNok5LK5,
i7ocy83,gummies,negative,comment,2022-05-07 13:41:41+00:00,chatcmpl-DXx7nBWN123CBmjV3uwPE9cIbVc0U,
i6xf4c3,,,comment,2022-05-01 17:34:59+00:00,chatcmpl-DXx7oLmCiH7pxtzmjCcr1NDTxGlzX,
i7370oo,,,comment,2022-05-02 22:55:59+00:00,chatcmpl-DXx7ouOoSLqwYj3tk0j60PWdvnVpU,
i72hbes,vape,positive,comment,2022-05-02 19:53:14+00:00,chatcmpl-DXx7pvMQi0oKXjdJ5cY4DlUKN57qH,
i72hbes,flower,positive,comment,2022-05-02 19:53:14+00:00,chatcmpl-DXx7pvMQi0oKXjdJ5cY4DlUKN57qH,
i7596a6,gummies,negative,comment,2022-05-03 11:13:44+00:00,chatcmpl-DXx7qc2HQsKqye4A1BNdi3GsJG4tV,
i6yy7bf,gummies,negative,comment,2022-05-02 00:27:48+00:00,chatcmpl-DXx7r9J3s0VpKWXUpU2awWtv4VSIV,
i8601dn,topical,positive,comment,2022-05-11 10:19:56+00:00,chatcmpl-DXx7sGxvkdciHzFfEOZyl9BRbfjLD,
i8601dn,oil,neutral,comment,2022-05-11 10:19:56+00:00,chatcmpl-DXx7sGxvkdciHzFfEOZyl9BRbfjLD,
i8c2rzh,oil,neutral,comment,2022-05-12 16:19:05+00:00,chatcmpl-DXx7tzuPn6woAamgEgkNudNSPvV3p,
i8c2rzh,gummies,neutral,comment,2022-05-12 16:19:05+00:00,chatcmpl-DXx7tzuPn6woAamgEgkNudNSPvV3p,
i8gsjdv,,,comment,2022-05-13 16:00:59+00:00,chatcmpl-DXx7u2PeNLrufJ6vMDeJumdZdE7Vk,
i7vbayr,oil,positive,comment,2022-05-09 01:48:42+00:00,chatcmpl-DXx7u7VvdCej1PZnla34K3B91SPMH,
i6xbu7j,,,comment,2022-05-01 17:11:40+00:00,chatcmpl-DXx7vQUX9qciw2YTdWssFkl0P6ggO,
i7c2jl1,,,comment,2022-05-04 20:01:38+00:00,chatcmpl-DXx7wncncGI8YNJoSF3h7RFbUtj4L,
i70xoq5,oil,positive,comment,2022-05-02 13:30:57+00:00,chatcmpl-DXx7wtbuVlbNrkj5Z3fFUJkbGklMK,
iamvac9,,,comment,2022-05-31 06:35:17+00:00,chatcmpl-DXx7x31v1QDG3N8brYp6SntKa165i,
i6zjx2e,gummies,negative,comment,2022-05-02 03:38:01+00:00,chatcmpl-DXx7yi3FpIUFGY6MO6DBl1ASwWAVF,
i7ug3bh,vape,negative,comment,2022-05-08 21:36:29+00:00,chatcmpl-DXx7zKZDDSkkjE7nvasxw4BnJJu21,
i7ug3bh,gummies,negative,comment,2022-05-08 21:36:29+00:00,chatcmpl-DXx7zKZDDSkkjE7nvasxw4BnJJu21,
i7s248j,vape,negative,comment,2022-05-08 09:20:55+00:00,chatcmpl-DXx818E8G15dFumOwafDdxgLXTwsP,
